fid,sbpltnm,tag,species,quadrnt,tag6,lianas_2019,notes_2019,notes_2025,liana_tag_1,liana_tag_2,liana_tag_3,liana_tag_4,liana_tag_5,infestation_type,mode_l1,mode_l2,mode_l3,mode_l4,mode_l5,five_plus,x,y,priority
683,94,000359,Alseis blackiana,4717,000359,0,NA,NA,01470792,NA,NA,NA,NA,Direct,scrambling,prehensile_branches,adhesive_roots,adhesive_roots,NA,NA,-79.8465741745657,9.15404335101398,completed
131,94,000360,Quararibea asterolepis,4717,000360,0,NA,Crown not visible,NA,NA,NA,NA,NA,Both,scrambling,twining,twining,twining,NA,NA,-79.846584763906307,9.15407811205866,completed
134,94,000361,Quararibea asterolepis,4717,000361,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.8465084035138,9.15404916270258,dead
70,94,000363,Poulsenia armata,4716,000363,0,NA,"Whole of crown not visible, lianas directly climbing up half of trunk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.846640303147,9.15402759746171,completed
758,94,000365,Guarea guidonia,4716,000365,0,NA,Very highly infested,40301,01470761,NA,NA,NA,Both,NA,NA,NA,NA,NA,twining,-79.8466444237192,9.15391282168666,completed
133,94,000366,Quararibea asterolepis,4716,000366,0,NA,Covered in lianas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.8465274316282,9.153899624102,dead
757,94,000368,Guarea guidonia,4716,000368,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.8465190223239,9.15398167177107,NA
569,92,000439,Hura crepitans,4705,000439,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.8466226259393,9.15188236432545,NA
290,92,000441,Protium tenuifolium,4705,000441,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.846538668485,9.15193820572912,NA
4,92,000443,Heisteria concinna,4704,000443,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.8467083382005,9.1518537320369,NA
372,92,000444,Tetragastris panamensis,4704,000444,20,NA,"I am almost certain this is the tree, however the tag was not visible due to foliage being in the way.",NA,NA,NA,NA,NA,Both,scrambling,adhesive_roots,scrambling,scrambling,scrambling,NA,-79.8466502286326,9.15174760862918,completed
130,92,000445,Quararibea asterolepis,4704,000445,0,NA,No direct infestation and crown not visible,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.8465722440861,9.15168783467012,completed
381,92,000446,Garcinia intermedia,4704,000446,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.8465916669383,9.1517048116472,NA
603,92,000449,Spondias radlkoferi,4704,000449,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.8465797180939,9.15180935604831,NA
276,92,000452,Heisteria concinna,4704,000452,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.8466245088161,9.15185528417092,NA
570,92,000507,Hura crepitans,4604,000507,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.8467637482597,9.15185750650416,NA
487,92,000508,Trichilia tuberculata,4604,000508,90,NA,90% sure it’s dead,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.8468263649036,9.15176199737381,dead
143,92,000511,Sloanea terniflora,4604,000511,0,crown pratly broken,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.8467403592619,9.15174808953387,NA
770,92,000512,Gustavia superba,4604,000512,0,NA,Not infested,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.8467401967049,9.15175260797305,completed
682,92,000513,Alseis blackiana,4604,000513,0,broken crown,Not infested,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.8467379895443,9.15178872616823,completed
216,92,000517,Trichilia tuberculata,4605,000517,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.8467615784053,9.15204474353757,dead
129,92,000518,Quararibea asterolepis,4605,000518,0,NA,NA,NA,NA,NA,NA,NA,Lateral,NA,NA,NA,NA,NA,NA,-79.8467715146707,9.15197089396134,completed
576,92,000520,Luehea seemannii,4605,000520,100,NA,Very heavy infestation,01460256,01460258,01460235,01460250,01460244,Both,NA,NA,NA,NA,NA,twining,-79.8467688170299,9.15191921902627,completed
746,92,000521,Drypetes standleyi,4605,000521,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.8467419562539,9.15190650317451,NA
568,92,000522,Hura crepitans,4605,000522,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.8468300398654,9.15188790880739,NA
499,90,000524,Tetragastris panamensis,4606,000524,95,NA,NA,NA,NA,NA,NA,NA,Both,adhesive_roots,twining,NA,NA,NA,NA,-79.8468301135733,9.1521394728974,completed
622,90,000526,Tetragastris panamensis,4606,000526,100,NA,NA,01460296,01460298,01460297,NA,NA,Both,twining,tendrils,twining,adhesive_roots,twining,NA,-79.8467657052657,9.15210732795727,completed
291,94,000584,Protium tenuifolium,4616,000584,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.8468201702691,9.15388738170458,NA
233,94,000588,Virola surinamensis,4616,000588,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.8466744692416,9.15396365626275,NA
132,94,000591,Quararibea asterolepis,4616,000591,0,broken crown,Not infested,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.8467944783043,9.15386746779161,completed
313,94,000594,Trichilia tuberculata,4617,000594,5,NA,NA,01460690,NA,NA,NA,NA,Both,NA,NA,NA,NA,NA,adhesive_roots,-79.846792799353,9.15416783447201,completed
491,94,000596,Chrysophyllum argenteum,4617,000596,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.8466792179339,9.15416109221619,NA
128,91,000612,Quararibea asterolepis,4620,000612,0,NA,NA,NA,NA,NA,NA,NA,Lateral,NA,NA,NA,NA,NA,NA,-79.8467415989751,9.15475691622474,completed
215,91,000614,Trichilia tuberculata,4620,000614,0,NA,Not infested except at base of trunk,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.8467045695208,9.15467235289996,completed
756,91,000618,Guarea guidonia,4620,000618,0,NA,NA,NA,NA,NA,NA,NA,Direct,NA,NA,NA,NA,NA,adhesive_roots,-79.8467391591508,9.15464733776095,completed
699,91,000620,Beilschmiedia pendula,4621,000620,0,NA,No direct infestation and crown not visible,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.8467560555629,9.15483615563365,completed
647,91,000626,Virola sebifera,4621,000626,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.8466658907596,9.15481124072278,dead
69,91,000628,Poulsenia armata,4621,000628,0,broken crown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.8467068800096,9.15481088428902,NA
93,91,000672,Protium tenuifolium,4521,000672,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.8468522919428,9.15481875493451,NA
259,91,000673,Chrysophyllum cainito,4521,000673,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.8468823040965,9.15484515620567,NA
68,91,000674,Poulsenia armata,4521,000674,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.8469295937531,9.15482149584532,NA
350,91,000675,Poulsenia armata,4521,000675,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.8469183244845,9.1548563872582,NA
539,91,000681,Beilschmiedia pendula,4520,000681,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.8468428355075,9.15467635078178,NA
214,91,000683,Trichilia tuberculata,4520,000683,0,broken crown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.846868981879,9.15468361175179,dead
741,91,000684,Dipteryx oleifera,4520,000684,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.8469278328466,9.15461692664859,NA
681,90,000779,Alseis blackiana,4507,000779,0,NA,"Not infested, but crown is overlapping with others so hard to see.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.8469695249188,9.15241588467436,completed
680,90,000780,Alseis blackiana,4507,000780,0,NA,No direct infestation and crown not visible,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.8469371101101,9.15240568645755,completed
125,90,000781,Quararibea asterolepis,4507,000781,0,NA,NA,01450349,NA,NA,NA,NA,Both,scrambling,NA,NA,NA,NA,NA,-79.8469477632311,9.15238796662282,completed
126,90,000784,Quararibea asterolepis,4507,000784,0,NA,NA,01450355,NA,NA,NA,NA,Both,scrambling,NA,NA,NA,NA,NA,-79.8469150843177,9.1522583120374,completed
39,90,000786,Jacaranda copaia,4507,000786,0,NA,Not infested,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.8470301612005,9.1523248306139,completed
37,90,000787,Jacaranda copaia,4507,000787,0,NA,Not infested,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.8470627709437,9.15232960645618,completed
426,90,000789,Ficus obtusifolia,4506,000789,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.8470285334656,9.15221799501749,NA
461,90,000790,Trichilia tuberculata,4506,000790,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.8469428521414,9.15219504918171,dead
494,90,000792,Heisteria concinna,4506,000792,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.8469114454692,9.15223284633974,NA
38,90,000795,Trichilia tuberculata,4506,000795,25,NA,No direct infestation and crown not visible,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.847003359964,9.15215828449284,completed
66,83,000871,Poulsenia armata,4406,000871,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.8471755036514,9.15223315986989,NA
123,83,000872,Quararibea asterolepis,4406,000872,0,NA,Not infested,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.8471619871718,9.15210237562301,completed
527,83,000873,Alseis blackiana,4407,000873,100,NA,NA,24991,NA,NA,NA,NA,Direct,twining,twining,adhesive_roots,adhesive_roots,adhesive_roots,NA,-79.8472452394391,9.15229445057946,completed
176,83,000877,Tetragastris panamensis,4407,000877,0,NA,Not infested,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.8470687177908,9.15241759191562,completed
445,82,001071,Drypetes standleyi,4315,001071,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.8472888173527,9.15384518000785,NA
414,82,001072,Quararibea asterolepis,4315,001072,50,NA,NA,NA,NA,NA,NA,NA,Both,twining,twining,NA,NA,NA,NA,-79.8472016388085,9.15376245823477,completed
427,82,001073,Guarea guidonia,4315,001073,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.8472221639487,9.15369803318038,NA
212,82,001076,Trichilia tuberculata,4315,001076,0,NA,NA,NA,NA,NA,NA,NA,Both,adhesive_roots,scrambling,adhesive_roots,NA,NA,NA,-79.8473545877654,9.15381403091134,completed
151,82,001078,Tabebuia guayacan,4314,001078,0,only lianas on the stem,NA,NA,NA,NA,NA,NA,Direct,NA,NA,NA,NA,NA,twining,-79.8472862439386,9.15363786732288,completed
269,82,001079,Gustavia superba,4314,001079,5,NA,NA,01440687,NA,NA,NA,NA,Both,twining,adhesive_roots,NA,NA,NA,NA,-79.8472070547514,9.15353552098623,completed
755,82,001081,Guarea guidonia,4314,001081,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.8473252504358,9.15359129073788,NA
677,82,001082,Alseis blackiana,4314,001082,0,sub correcte: 1,NA,NA,NA,NA,NA,NA,Direct,adhesive_roots,NA,NA,NA,NA,NA,-79.8473804978731,9.15357424641487,completed
124,83,001130,Quararibea asterolepis,4307,001130,0,NA,Not infested,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.8473643407744,9.15227424127009,completed
77,83,001133,Pouteria reticulata,4307,001133,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.8474174472912,9.15234218171397,NA
534,83,001135,Apeiba membranacea,4306,001135,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.8472611492518,9.15215566063415,NA
258,82,001277,Cassipourea elliptica,4214,001277,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.8475663449304,9.15354644990378,NA
150,82,001278,Tabebuia guayacan,4214,001278,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.8475396163843,9.15360613036208,NA
65,82,001280,Poulsenia armata,4214,001280,0,NA,Trunk heavily infested,NA,NA,NA,NA,NA,Direct,tendrils,twining_petioles,adhesive_roots,adhesive_roots,adhesive_roots,NA,-79.8474191200405,9.15369053796925,completed
678,82,001283,Alseis blackiana,4215,001283,0,NA,NA,NA,NA,NA,NA,NA,Direct,adhesive_roots,scrambling,NA,NA,NA,NA,-79.8475459558704,9.15375928233463,completed
278,82,001286,Hirtella triandra,4215,001286,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.8474799276095,9.15384833635973,NA
121,82,001292,Quararibea asterolepis,4215,001292,0,NA,Not infested,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.8474274680844,9.15371164648976,completed
47,82,001293,Luehea seemannii,4215,001293,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.8474811921287,9.15378775307299,NA
358,77,001715,Guarea guidonia,4020,001715,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.8477572726082,9.15477211597289,NA
120,77,001717,Quararibea asterolepis,4020,001717,0,NA,No direct infestation and crown not visible,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.8477164120938,9.15474352001193,completed
676,77,001718,Alseis blackiana,4020,001718,0,NA,NA,NA,NA,NA,NA,NA,Direct,scrambling,NA,NA,NA,NA,NA,-79.8477211192659,9.1546884886659,completed
769,77,001719,Gustavia superba,4020,001719,0,NA,Heavily infested and poor health of tree,NA,NA,NA,NA,NA,Both,twining,twining,tendrils,twining,scrambling,NA,-79.847782050195,9.15463997494123,completed
776,77,001721,Heisteria concinna,4020,001721,0,broken crown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.8477969279751,9.15470746443887,NA
175,77,001722,Tetragastris panamensis,4021,001722,0,NA,Presumed that as there were various decaying trunks in the area it should have been and no tree to be found.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.8478465968431,9.15489653923171,dead
119,77,001728,Quararibea asterolepis,4021,001728,0,NA,NA,NA,NA,NA,NA,NA,Lateral,NA,NA,NA,NA,NA,NA,-79.8477732565867,9.15488489016278,completed
275,77,001729,Heisteria concinna,4021,001729,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.8477894967698,9.15488908533603,NA
208,77,001773,Trichilia tuberculata,3921,001773,0,NA,Very damaged crown,NA,NA,NA,NA,NA,Both,adhesive_roots,adhesive_roots,NA,NA,NA,NA,-79.8478850222794,9.15496757858919,completed
675,77,001775,Alseis blackiana,3921,001775,0,NA,Hard to see crown,NA,NA,NA,NA,NA,Direct,adhesive_roots,NA,NA,NA,NA,NA,-79.8480119218897,9.15498384116442,completed
695,77,001776,Beilschmiedia pendula,3921,001776,0,NA,"Crown not visible but lianas climbing up trunk, very close to other tree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.8480618107273,9.15498922979964,completed
209,77,001783,Trichilia tuberculata,3920,001783,0,NA,NA,NA,NA,NA,NA,NA,Lateral,NA,NA,NA,NA,NA,NA,-79.8479693651014,9.1547742058082,completed
320,74,001840,Alchornea costaricensis,3811,001840,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.8481322537092,9.15312854342437,NA
115,74,001979,Quararibea asterolepis,3810,001979,0,NA,Appears uninfested,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.8482875627481,9.15291144457966,completed
347,74,001982,Heisteria concinna,3810,001982,15,NA,NA,01380346,15454,15455,NA,NA,Direct,NA,NA,NA,NA,NA,twining,-79.8482513822017,9.15295540708629,completed
114,74,001983,Quararibea asterolepis,3810,001983,0,broken crown,NA,01380899,31096,NA,NA,NA,Both,scrambling,twining,scrambling,NA,NA,NA,-79.8482090949081,9.15299191361154,completed
463,74,001985,Quararibea asterolepis,3810,001985,85,NA,For tag 3 it was found next to liana stem,01380337,15461,01380366,NA,NA,Both,twining,twining,scrambling,NA,NA,NA,-79.8481892780729,9.15288443295571,completed
62,74,001986,Platymiscium pinnatum,3811,001986,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.848297998915,9.1531787596003,NA
774,74,001987,Heisteria concinna,3811,001987,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.8482255041174,9.15316895025661,NA
252,74,001989,Alseis blackiana,3811,001989,5,NA,NA,01380372,01380362,NA,NA,NA,Both,NA,NA,NA,NA,NA,scrambling,-79.8482149779748,9.15310704443457,completed
375,74,002170,Trichilia tuberculata,3711,002170,20,NA,NA,22130,01370322,NA,NA,NA,Direct,NA,NA,NA,NA,NA,twining,-79.8484135272122,9.15313127656979,completed
253,74,002171,Alseis blackiana,3711,002171,5,NA,NA,01370326,NA,NA,NA,NA,Both,prehensile_branches,adhesive_roots,adhesive_roots,NA,NA,NA,-79.848431388415,9.15306494704891,completed
691,74,002172,Attalea butyracea,3711,002172,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.8484665314132,9.15307524193393,NA
705,74,002173,Brosimum alicastrum,3711,002173,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.8483257625851,9.15301414765426,NA
141,74,002175,Sloanea terniflora,3711,002175,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.8483126795654,9.15317566048261,NA
113,74,002176,Quararibea asterolepis,3711,002176,0,NA,Appears uninfested,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.8483402543294,9.15316849435207,completed
425,74,002177,Alseis blackiana,3710,002177,65,NA,NA,NA,NA,NA,NA,NA,Lateral,NA,NA,NA,NA,NA,NA,-79.8483822406875,9.15291208667885,completed
687,74,002178,Aspidosperma spruceanum,3710,002178,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.8484020867789,9.15294265195715,NA
673,72,002326,Alseis blackiana,3612,002326,0,NA,NA,NA,NA,NA,NA,NA,Lateral,NA,NA,NA,NA,NA,NA,-79.848664728505,9.15323610095579,completed
388,72,002331,Hirtella triandra,3612,002331,25,NA,NA,NA,NA,NA,NA,NA,Both,NA,NA,NA,NA,NA,twining,-79.8485673906541,9.15333490342103,completed
110,72,002337,Quararibea asterolepis,3613,002337,0,NA,Not infested,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.8486278427811,9.15352797988144,completed
263,72,002338,Eugenia nesiotica,3613,002338,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.8486584400426,9.15356345104678,NA
380,72,002342,Alseis blackiana,3613,002342,25,NA,NA,22407,NA,NA,NA,NA,Both,twining,tendrils,adhesive_roots,NA,NA,NA,-79.8485504421396,9.15347727630176,completed
420,69,002463,Trichilia tuberculata,3517,002463,50,NA,NA,NA,NA,NA,NA,NA,Both,NA,NA,NA,NA,NA,adhesive_roots,-79.8488109921996,9.15426020152091,completed
298,69,002466,Swartzia simplex,3517,002466,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.8487207930246,9.15418551643839,NA
671,69,002467,Alseis blackiana,3517,002467,0,NA,Crown appears on infested. One Liana using adhesive roots to climb partially up trunk.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.8486922106645,9.15417002505129,completed
421,69,002470,Alseis blackiana,3516,002470,55,NA,NA,01350664,NA,NA,NA,NA,Both,tendrils,adhesive_roots,adhesive_roots,adhesive_roots,adhesive_roots,NA,-79.848756322528,9.1541089548891,completed
589,69,002471,Prioria copaifera,3516,002471,100,NA,NA,NA,NA,NA,NA,NA,Lateral,NA,NA,NA,NA,NA,NA,-79.8487289050472,9.15398491662151,completed
640,69,002472,Triplaris cumingiana,3516,002472,100,broken crown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.8487877240786,9.15394447181964,NA
203,69,002475,Trichilia tuberculata,3517,002475,0,NA,"No visible lianas reaching crown, some small lianas with adhesive roots on second half of trunk. Still need to add a not visible/not infected option in dropdown for infestation type!",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.8486923705646,9.15411483131846,completed
694,72,002496,Beilschmiedia pendula,3513,002496,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.8487906957975,9.15353194385843,NA
672,72,002497,Alseis blackiana,3513,002497,0,NA,NA,22087,NA,NA,NA,NA,Both,twining,twining,hooks,NA,NA,NA,-79.8488322023217,9.15346645286788,completed
451,72,002499,Gustavia superba,3513,002499,80,NA,NA,01350575,NA,NA,NA,NA,Both,NA,NA,NA,NA,NA,twining,-79.8487684129534,9.15349314783288,completed
357,72,002500,Guapira standleyana,3513,002500,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.8486967314536,9.15351141959597,NA
561,72,002502,Gustavia superba,3512,002502,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.8487752599125,9.15332779422075,dead
226,72,002507,Virola sebifera,3512,002507,0,NA,NA,NA,NA,NA,NA,NA,Lateral,NA,NA,NA,NA,NA,NA,-79.8487116987162,9.15337350116138,completed
443,68,002680,Alseis blackiana,3414,002680,80,NA,NA,NA,NA,NA,NA,NA,Both,twining,adhesive_roots,NA,NA,NA,NA,-79.8489353989849,9.15368638207116,completed
379,68,002681,Alseis blackiana,3414,002681,25,NA,NA,NA,NA,NA,NA,NA,Lateral,NA,NA,NA,NA,NA,NA,-79.8489421246715,9.15375267777482,completed
200,68,002683,Trichilia tuberculata,3414,002683,0,NA,NA,20355,NA,NA,NA,NA,Both,twining,twining,twining,twining,NA,NA,-79.8489342257852,9.1535922313663,completed
392,68,002685,Gustavia superba,3415,002685,35,NA,NA,NA,NA,NA,NA,NA,Lateral,NA,NA,NA,NA,NA,NA,-79.8490026046463,9.15381816463609,completed
556,69,002690,Guarea guidonia,3416,002690,100,broken crown,NA,NA,NA,NA,NA,NA,Both,NA,NA,NA,NA,NA,twining,-79.8488282964469,9.15408254997824,completed
560,69,002693,Gustavia superba,3417,002693,100,NA,NA,01340561,NA,NA,NA,NA,Both,twining,NA,NA,NA,NA,NA,-79.8489695879663,9.15420519581941,completed
493,69,002697,Gustavia superba,3417,002697,95,NA,NA,NA,NA,NA,NA,NA,Both,NA,NA,NA,NA,NA,adhesive_roots,-79.8488741302893,9.15420090600934,completed
268,69,002698,Gustavia superba,3417,002698,5,broken crown,NA,NA,NA,NA,NA,NA,Both,NA,NA,NA,NA,NA,adhesive_roots,-79.8488621782044,9.15420410230363,completed
473,68,002835,Gustavia superba,3315,002835,90,NA,Many lianas spreading to crown of focal tree via neighbour tree below.,NA,NA,NA,NA,NA,Lateral,NA,NA,NA,NA,NA,NA,-79.8491847219005,9.15391963554595,completed
567,68,002838,Hura crepitans,3314,002838,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.8491722411363,9.15370925657401,NA
554,68,002839,Guarea guidonia,3314,002839,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.8491946504154,9.15366842570306,NA
592,68,002840,Psidium friedrichsthalianum,3314,002840,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.8491726263061,9.15359706291298,NA
559,68,002841,Gustavia superba,3314,002841,100,NA,NA,01330326,NA,NA,NA,NA,Both,scrambling,scrambling,scrambling,NA,NA,NA,-79.8491154968264,9.15364118778479,completed
424,68,002842,Trichilia tuberculata,3314,002842,60,NA,NA,01330333,NA,NA,NA,NA,Both,twining,prehensile_branches,NA,NA,NA,NA,-79.8490594365627,9.15363015061891,completed
199,68,002845,Trichilia tuberculata,3314,002845,0,NA,One using grapnels for support but not reaching crown. Mass of scramblers laterally spread just below crown.,NA,NA,NA,NA,NA,Both,hooks,NA,NA,NA,NA,NA,-79.8490278670687,9.1536471298507,completed
490,68,002846,Apeiba membranacea,3314,002846,95,NA,NA,NA,NA,NA,NA,NA,Both,NA,NA,NA,NA,NA,scrambling,-79.8490792857373,9.15373672732341,completed
740,65,002854,Dipteryx oleifera,3312,002854,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.8490973572235,9.15325867752043,NA
311,65,002857,Trichilia tuberculata,3312,002857,5,NA,NA,01330225,NA,NA,NA,NA,Both,twining,scrambling,scrambling,twining,NA,NA,-79.8490495820441,9.1533212313361,completed
408,65,002858,Ormosia macrocalyx,3312,002858,50,NA,NA,01330228,01330230,NA,NA,NA,Both,NA,NA,NA,NA,NA,twining,-79.8490678672517,9.15329382774396,completed
768,65,002860,Gustavia superba,3311,002860,0,NA,NA,NA,NA,NA,NA,NA,Direct,adhesive_roots,NA,NA,NA,NA,NA,-79.8492122031616,9.15320483500949,completed
145,65,002861,Apeiba membranacea,3311,002861,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.849198852354,9.15317088091788,NA
465,65,002862,Adelia triloba,3311,002862,90,sub correcte: 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.8491801091136,9.15310958831271,NA
649,65,002867,Xylopia macrantha,3311,002867,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.8490984551022,9.15310126423998,NA
735,65,002868,Cordia bicolor,3311,002868,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.8490489910967,9.15316013884653,NA
46,65,003028,Luehea seemannii,3211,003028,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.8493852477572,9.15305170788685,NA
709,65,003031,Cavanillesia platanifolia,3211,003031,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.8493852519795,9.15315305658725,NA
520,64,003110,Alseis blackiana,3223,003110,100,NA,NA,NA,NA,NA,NA,NA,Both,adhesive_roots,NA,NA,NA,NA,NA,-79.8493202821684,9.15526730934024,completed
